"","sum","sample_name","mesocosm","type","day","dispersal","temperature","infusion","variable","value","rowid"
"248",11980,"M_D13_SG2_6_S253_L001","SG2.6","Microbial Water","12","N","H","SG","Otu0002",10262,248
"249",16803,"M_D13_SG2_8_S255_L001","SG2.8","Microbial Water","12","D","H","SG","Otu0002",12978,249
"250",17195,"M_D13_SG3_1_S256_L001","SG3.1","Microbial Water","12","N","C","SG","Otu0002",13485,250
"251",28688,"M_D13_SG3_2_S257_L001","SG3.2","Microbial Water","12","N","C","SG","Otu0002",21098,251
"252",22724,"M_D13_SG3_3_S258_L001","SG3.3","Microbial Water","12","D","C","SG","Otu0002",17398,252
"253",36193,"M_D13_SG3_4_S259_L001","SG3.4","Microbial Water","12","D","C","SG","Otu0002",26434,253
"254",21734,"M_D13_SG3_5_S260_L001","SG3.5","Microbial Water","12","N","H","SG","Otu0002",15119,254
"255",22536,"M_D13_SG3_6_S261_L001","SG3.6","Microbial Water","12","N","H","SG","Otu0002",15967,255
"256",17216,"M_D13_SG3_7_S262_L001","SG3.7","Microbial Water","12","D","H","SG","Otu0002",12990,256
"257",15309,"M_D13_SG3_8_S263_L001","SG3.8","Microbial Water","12","D","H","SG","Otu0002",12123,257
"258",18733,"M_D13_SW1_1_S264_L001","SW1.1","Microbial Water","12","N","C","SW","Otu0002",8582,258
"259",15053,"M_D13_SW1_2_S265_L001","SW1.2","Microbial Water","12","N","C","SW","Otu0002",5446,259
"260",25973,"M_D13_SW1_3_S266_L001","SW1.3","Microbial Water","12","D","C","SW","Otu0002",11973,260
"261",22663,"M_D13_SW1_4_S267_L001","SW1.4","Microbial Water","12","D","C","SW","Otu0002",6237,261
"262",38842,"M_D13_SW1_5_S268_L001","SW1.5","Microbial Water","12","N","H","SW","Otu0002",13175,262
"263",40601,"M_D13_SW1_6_S269_L001","SW1.6","Microbial Water","12","N","H","SW","Otu0002",13069,263
"264",21656,"M_D13_SW1_7_S270_L001","SW1.7","Microbial Water","12","D","H","SW","Otu0002",6761,264
"265",26330,"M_D13_SW1_8_S271_L001","SW1.8","Microbial Water","12","D","H","SW","Otu0002",9095,265
"266",30490,"M_D13_SW2_1_S461_L001","SW2.1","Microbial Water","12","N","C","SW","Otu0002",7656,266
"267",26891,"M_D13_SW2_2_S272_L001","SW2.2","Microbial Water","12","N","C","SW","Otu0002",8320,267
"268",26396,"M_D13_SW2_3_S273_L001","SW2.3","Microbial Water","12","D","C","SW","Otu0002",10433,268
"269",29091,"M_D13_SW2_4_S274_L001","SW2.4","Microbial Water","12","D","C","SW","Otu0002",12014,269
"270",17144,"M_D13_SW2_5_S275_L001","SW2.5","Microbial Water","12","N","H","SW","Otu0002",6622,270
"271",34158,"M_D13_SW2_6_S276_L001","SW2.6","Microbial Water","12","N","H","SW","Otu0002",11257,271
"272",24683,"M_D13_SW2_7_S277_L001","SW2.7","Microbial Water","12","D","H","SW","Otu0002",8237,272
"273",17957,"M_D13_SW2_8_S278_L001","SW2.8","Microbial Water","12","D","H","SW","Otu0002",5392,273
"274",25173,"M_D13_SW3_1_S279_L001","SW3.1","Microbial Water","12","N","C","SW","Otu0002",8330,274
"275",32434,"M_D13_SW3_2_S280_L001","SW3.2","Microbial Water","12","N","C","SW","Otu0002",10273,275
"276",23734,"M_D13_SW3_3_S281_L001","SW3.3","Microbial Water","12","D","C","SW","Otu0002",9189,276
"277",22840,"M_D13_SW3_4_S282_L001","SW3.4","Microbial Water","12","D","C","SW","Otu0002",7566,277
"278",34171,"M_D13_SW3_5_S283_L001","SW3.5","Microbial Water","12","N","H","SW","Otu0002",13413,278
"279",29218,"M_D13_SW3_6_S284_L001","SW3.6","Microbial Water","12","N","H","SW","Otu0002",9240,279
"280",29543,"M_D13_SW3_7_S285_L001","SW3.7","Microbial Water","12","D","H","SW","Otu0002",10331,280
"281",30900,"M_D13_SW3_8_S286_L001","SW3.8","Microbial Water","12","D","H","SW","Otu0002",8559,281
"282",21015,"M_D21_OL1_1_S287_L001","OL1.1","Microbial Water","20","N","C","OL","Otu0002",12091,282
"283",29861,"M_D21_OL1_2_S288_L001","OL1.2","Microbial Water","20","N","C","OL","Otu0002",19937,283
"284",33667,"M_D21_OL1_3_S289_L001","OL1.3","Microbial Water","20","D","C","OL","Otu0002",21990,284
"285",30004,"M_D21_OL1_4_S290_L001","OL1.4","Microbial Water","20","D","C","OL","Otu0002",18862,285
"286",29511,"M_D21_OL1_5_S291_L001","OL1.5","Microbial Water","20","N","H","OL","Otu0002",15658,286
"287",29723,"M_D21_OL1_6_S292_L001","OL1.6","Microbial Water","20","N","H","OL","Otu0002",16462,287
"288",30399,"M_D21_OL1_7_S293_L001","OL1.7","Microbial Water","20","D","H","OL","Otu0002",18139,288
"289",36711,"M_D21_OL1_8_S294_L001","OL1.8","Microbial Water","20","D","H","OL","Otu0002",24320,289
"290",25148,"M_D21_OL2_1_S295_L001","OL2.1","Microbial Water","20","N","C","OL","Otu0002",14546,290
"291",43018,"M_D21_OL2_2_S296_L001","OL2.2","Microbial Water","20","N","C","OL","Otu0002",31854,291
"292",26488,"M_D21_OL2_3_S297_L001","OL2.3","Microbial Water","20","D","C","OL","Otu0002",17364,292
"293",24313,"M_D21_OL2_4_S298_L001","OL2.4","Microbial Water","20","D","C","OL","Otu0002",15068,293
"294",36637,"M_D21_OL2_5_S299_L001","OL2.5","Microbial Water","20","N","H","OL","Otu0002",20947,294
"295",31328,"M_D21_OL2_6_S300_L001","OL2.6","Microbial Water","20","N","H","OL","Otu0002",16735,295
"296",28482,"M_D21_OL2_7_S301_L001","OL2.7","Microbial Water","20","D","H","OL","Otu0002",9996,296
"297",14552,"M_D21_OL2_8_S302_L001","OL2.8","Microbial Water","20","D","H","OL","Otu0002",4442,297
"298",17314,"M_D21_OL3_1_S303_L001","OL3.1","Microbial Water","20","N","C","OL","Otu0002",9115,298
"299",25450,"M_D21_OL3_2_S304_L001","OL3.2","Microbial Water","20","N","C","OL","Otu0002",13869,299
"300",25244,"M_D21_OL3_3_S305_L001","OL3.3","Microbial Water","20","D","C","OL","Otu0002",15918,300
"301",31469,"M_D21_OL3_4_S306_L001","OL3.4","Microbial Water","20","D","C","OL","Otu0002",16917,301
"302",32709,"M_D21_OL3_5_S307_L001","OL3.5","Microbial Water","20","N","H","OL","Otu0002",16550,302
"303",24302,"M_D21_OL3_6_S465_L001","OL3.6","Microbial Water","20","N","H","OL","Otu0002",11710,303
"304",20279,"M_D21_OL3_7_S308_L001","OL3.7","Microbial Water","20","D","H","OL","Otu0002",11056,304
"305",21443,"M_D21_OL3_8_S309_L001","OL3.8","Microbial Water","20","D","H","OL","Otu0002",10669,305
"306",11702,"M_D21_SG1_1_S310_L001","SG1.1","Microbial Water","20","N","C","SG","Otu0002",7864,306
"307",13527,"M_D21_SG1_2_S311_L001","SG1.2","Microbial Water","20","N","C","SG","Otu0002",9425,307
"308",22784,"M_D21_SG1_3_S312_L001","SG1.3","Microbial Water","20","D","C","SG","Otu0002",14866,308
"309",12721,"M_D21_SG1_4_S313_L001","SG1.4","Microbial Water","20","D","C","SG","Otu0002",8919,309
"310",12970,"M_D21_SG1_5_S314_L001","SG1.5","Microbial Water","20","N","H","SG","Otu0002",7244,310
"311",13596,"M_D21_SG1_6_S315_L001","SG1.6","Microbial Water","20","N","H","SG","Otu0002",8138,311
"312",15158,"M_D21_SG1_7_S316_L001","SG1.7","Microbial Water","20","D","H","SG","Otu0002",6931,312
"313",12534,"M_D21_SG1_8_S317_L001","SG1.8","Microbial Water","20","D","H","SG","Otu0002",9113,313
"314",12927,"M_D21_SG2_1_S318_L001","SG2.1","Microbial Water","20","N","C","SG","Otu0002",9962,314
"315",17801,"M_D21_SG2_2_S319_L001","SG2.2","Microbial Water","20","N","C","SG","Otu0002",13873,315
"316",20352,"M_D21_SG2_3_S320_L001","SG2.3","Microbial Water","20","D","C","SG","Otu0002",15699,316
"317",20754,"M_D21_SG2_4_S321_L001","SG2.4","Microbial Water","20","D","C","SG","Otu0002",15459,317
"318",12617,"M_D21_SG2_5_S322_L001","SG2.5","Microbial Water","20","N","H","SG","Otu0002",7507,318
"319",14182,"M_D21_SG2_6_S323_L001","SG2.6","Microbial Water","20","N","H","SG","Otu0002",9744,319
"320",17356,"M_D21_SG2_7_S324_L001","SG2.7","Microbial Water","20","D","H","SG","Otu0002",13271,320
"321",16755,"M_D21_SG2_8_S325_L001","SG2.8","Microbial Water","20","D","H","SG","Otu0002",11868,321
"322",19402,"M_D21_SG3_1_S326_L001","SG3.1","Microbial Water","20","N","C","SG","Otu0002",13763,322
"323",15357,"M_D21_SG3_2_S327_L001","SG3.2","Microbial Water","20","N","C","SG","Otu0002",9553,323
"324",11413,"M_D21_SG3_3_S328_L001","SG3.3","Microbial Water","20","D","C","SG","Otu0002",7449,324
"325",18353,"M_D21_SG3_4_S329_L001","SG3.4","Microbial Water","20","D","C","SG","Otu0002",11724,325
"326",25997,"M_D21_SG3_5_S330_L001","SG3.5","Microbial Water","20","N","H","SG","Otu0002",17887,326
"327",25412,"M_D21_SG3_6_S331_L001","SG3.6","Microbial Water","20","N","H","SG","Otu0002",12996,327
"328",17369,"M_D21_SG3_7_S332_L001","SG3.7","Microbial Water","20","D","H","SG","Otu0002",11646,328
"329",17703,"M_D21_SG3_8_S333_L001","SG3.8","Microbial Water","20","D","H","SG","Otu0002",11940,329
"330",14924,"M_D21_SW1_1_S334_L001","SW1.1","Microbial Water","20","N","C","SW","Otu0002",5185,330
"331",11755,"M_D21_SW1_2_S335_L001","SW1.2","Microbial Water","20","N","C","SW","Otu0002",2094,331
"332",15956,"M_D21_SW1_3_S336_L001","SW1.3","Microbial Water","20","D","C","SW","Otu0002",5579,332
"333",18681,"M_D21_SW1_4_S337_L001","SW1.4","Microbial Water","20","D","C","SW","Otu0002",3115,333
"334",20837,"M_D21_SW1_6_S339_L001","SW1.6","Microbial Water","20","N","H","SW","Otu0002",7596,334
"335",26421,"M_D21_SW1_7_S340_L001","SW1.7","Microbial Water","20","D","H","SW","Otu0002",7069,335
"336",17578,"M_D21_SW1_8_S341_L001","SW1.8","Microbial Water","20","D","H","SW","Otu0002",5899,336
"337",19344,"M_D21_SW2_1_S342_L001","SW2.1","Microbial Water","20","N","C","SW","Otu0002",4193,337
"338",23041,"M_D21_SW2_2_S343_L001","SW2.2","Microbial Water","20","N","C","SW","Otu0002",5464,338
"339",20588,"M_D21_SW2_3_S344_L001","SW2.3","Microbial Water","20","D","C","SW","Otu0002",5827,339
"340",17025,"M_D21_SW2_4_S345_L001","SW2.4","Microbial Water","20","D","C","SW","Otu0002",4557,340
"341",16193,"M_D21_SW2_5_S346_L001","SW2.5","Microbial Water","20","N","H","SW","Otu0002",5133,341
"342",19314,"M_D21_SW2_6_S347_L001","SW2.6","Microbial Water","20","N","H","SW","Otu0002",5046,342
"343",15989,"M_D21_SW2_7_S348_L001","SW2.7","Microbial Water","20","D","H","SW","Otu0002",4632,343
"344",18660,"M_D21_SW2_8_S349_L001","SW2.8","Microbial Water","20","D","H","SW","Otu0002",5527,344
"345",11652,"M_D21_SW3_1_S350_L001","SW3.1","Microbial Water","20","N","C","SW","Otu0002",3752,345
"346",24338,"M_D21_SW3_2_S351_L001","SW3.2","Microbial Water","20","N","C","SW","Otu0002",7024,346
"347",56793,"M_D21_SW3_3_S352_L001","SW3.3","Microbial Water","20","D","C","SW","Otu0002",17968,347
"348",22278,"M_D21_SW3_4_S353_L001","SW3.4","Microbial Water","20","D","C","SW","Otu0002",5771,348
"349",29791,"M_D21_SW3_5_S354_L001","SW3.5","Microbial Water","20","N","H","SW","Otu0002",12186,349
"350",21398,"M_D21_SW3_6_S355_L001","SW3.6","Microbial Water","20","N","H","SW","Otu0002",6821,350
"351",16982,"M_D21_SW3_7_S356_L001","SW3.7","Microbial Water","20","D","H","SW","Otu0002",4307,351
"352",13400,"M_D21_SW3_8_S357_L001","SW3.8","Microbial Water","20","D","H","SW","Otu0002",3947,352
"353",17327,"M_D5_OL1_1_S358_L001","OL1.1","Microbial Water","4","N","C","OL","Otu0002",12940,353
"354",12122,"M_D5_OL1_2_S359_L001","OL1.2","Microbial Water","4","N","C","OL","Otu0002",8622,354
"355",17143,"M_D5_OL1_3_S360_L001","OL1.3","Microbial Water","4","D","C","OL","Otu0002",12190,355
"356",16614,"M_D5_OL1_4_S361_L001","OL1.4","Microbial Water","4","D","C","OL","Otu0002",11134,356
"357",21221,"M_D5_OL1_5_S362_L001","OL1.5","Microbial Water","4","N","H","OL","Otu0002",13036,357
"358",26922,"M_D5_OL1_6_S363_L001","OL1.6","Microbial Water","4","N","H","OL","Otu0002",14136,358
"359",29553,"M_D5_OL1_7_S364_L001","OL1.7","Microbial Water","4","D","H","OL","Otu0002",15901,359
"360",25927,"M_D5_OL1_8_S365_L001","OL1.8","Microbial Water","4","D","H","OL","Otu0002",14402,360
"361",29777,"M_D5_OL2_1_S366_L001","OL2.1","Microbial Water","4","N","C","OL","Otu0002",22077,361
"362",31209,"M_D5_OL2_2_S367_L001","OL2.2","Microbial Water","4","N","C","OL","Otu0002",22953,362
"363",29723,"M_D5_OL2_3_S368_L001","OL2.3","Microbial Water","4","D","C","OL","Otu0002",22207,363
"364",16381,"M_D5_OL2_4_S369_L001","OL2.4","Microbial Water","4","D","C","OL","Otu0002",12311,364
"365",15411,"M_D5_OL2_5_S370_L001","OL2.5","Microbial Water","4","N","H","OL","Otu0002",9416,365
"366",14493,"M_D5_OL2_6_S371_L001","OL2.6","Microbial Water","4","N","H","OL","Otu0002",9032,366
"367",17917,"M_D5_OL2_7_S372_L001","OL2.7","Microbial Water","4","D","H","OL","Otu0002",10751,367
"368",16880,"M_D5_OL2_8_S373_L001","OL2.8","Microbial Water","4","D","H","OL","Otu0002",10180,368
"369",21182,"M_D5_OL3_1_S374_L001","OL3.1","Microbial Water","4","N","C","OL","Otu0002",12153,369
"370",18826,"M_D5_OL3_2_S375_L001","OL3.2","Microbial Water","4","N","C","OL","Otu0002",11318,370
"371",36226,"M_D5_OL3_3_S376_L001","OL3.3","Microbial Water","4","D","C","OL","Otu0002",21070,371
"372",32033,"M_D5_OL3_4_S377_L001","OL3.4","Microbial Water","4","D","C","OL","Otu0002",19016,372
"373",31235,"M_D5_OL3_5_S378_L001","OL3.5","Microbial Water","4","N","H","OL","Otu0002",14410,373
"374",62069,"M_D5_OL3_6_S468_L001","OL3.6","Microbial Water","4","N","H","OL","Otu0002",32171,374
"375",66176,"M_D5_OL3_7_S380_L001","OL3.7","Microbial Water","4","D","H","OL","Otu0002",39910,375
"376",63408,"M_D5_OL3_8_S381_L001","OL3.8","Microbial Water","4","D","H","OL","Otu0002",34297,376
"377",63949,"M_D5_SG1_1_S382_L001","SG1.1","Microbial Water","4","N","C","SG","Otu0002",49900,377
"378",47874,"M_D5_SG1_2_S383_L001","SG1.2","Microbial Water","4","N","C","SG","Otu0002",35340,378
"379",47316,"M_D5_SG1_3_S384_L001","SG1.3","Microbial Water","4","D","C","SG","Otu0002",37014,379
"380",20040,"M_D5_SG1_4_S385_L001","SG1.4","Microbial Water","4","D","C","SG","Otu0002",15627,380
"381",22810,"M_D5_SG1_5_S386_L001","SG1.5","Microbial Water","4","N","H","SG","Otu0002",16264,381
"382",17252,"M_D5_SG1_7_S388_L001","SG1.7","Microbial Water","4","D","H","SG","Otu0002",12840,382
"383",9237,"M_D5_SG1_8_S389_L001","SG1.8","Microbial Water","4","D","H","SG","Otu0002",6771,383
"384",33694,"M_D5_SG2_1_S390_L001","SG2.1","Microbial Water","4","N","C","SG","Otu0002",27169,384
"385",17077,"M_D5_SG2_2_S391_L001","SG2.2","Microbial Water","4","N","C","SG","Otu0002",14406,385
"386",43499,"M_D5_SG2_3_S392_L001","SG2.3","Microbial Water","4","D","C","SG","Otu0002",36898,386
"387",11257,"M_D5_SG2_5_S394_L001","SG2.5","Microbial Water","4","N","H","SG","Otu0002",9312,387
"388",36265,"M_D5_SG2_6_S395_L001","SG2.6","Microbial Water","4","N","H","SG","Otu0002",29777,388
"389",35254,"M_D5_SG2_7_S396_L001","SG2.7","Microbial Water","4","D","H","SG","Otu0002",29593,389
"390",29466,"M_D5_SG2_8_S397_L001","SG2.8","Microbial Water","4","D","H","SG","Otu0002",24993,390
"391",29098,"M_D5_SG3_1_S398_L001","SG3.1","Microbial Water","4","N","C","SG","Otu0002",23096,391
"392",34789,"M_D5_SG3_2_S399_L001","SG3.2","Microbial Water","4","N","C","SG","Otu0002",28060,392
"393",34186,"M_D5_SG3_3_S400_L001","SG3.3","Microbial Water","4","D","C","SG","Otu0002",28208,393
"394",22398,"M_D5_SG3_4_S401_L001","SG3.4","Microbial Water","4","D","C","SG","Otu0002",17109,394
"395",36986,"M_D5_SG3_5_S402_L001","SG3.5","Microbial Water","4","N","H","SG","Otu0002",27283,395
"396",34281,"M_D5_SG3_6_S403_L001","SG3.6","Microbial Water","4","N","H","SG","Otu0002",25736,396
"397",29752,"M_D5_SG3_7_S404_L001","SG3.7","Microbial Water","4","D","H","SG","Otu0002",17591,397
"398",16084,"M_D5_SG3_8_S405_L001","SG3.8","Microbial Water","4","D","H","SG","Otu0002",8725,398
"399",52361,"M_D5_SW1_1_S406_L001","SW1.1","Microbial Water","4","N","C","SW","Otu0002",32539,399
"400",55623,"M_D5_SW1_2_S407_L001","SW1.2","Microbial Water","4","N","C","SW","Otu0002",32624,400
"401",51254,"M_D5_SW1_3_S408_L001","SW1.3","Microbial Water","4","D","C","SW","Otu0002",30233,401
"402",42549,"M_D5_SW1_4_S409_L001","SW1.4","Microbial Water","4","D","C","SW","Otu0002",24037,402
"403",44768,"M_D5_SW1_5_S410_L001","SW1.5","Microbial Water","4","N","H","SW","Otu0002",22391,403
"404",42813,"M_D5_SW1_6_S411_L001","SW1.6","Microbial Water","4","N","H","SW","Otu0002",22612,404
"405",44578,"M_D5_SW1_7_S412_L001","SW1.7","Microbial Water","4","D","H","SW","Otu0002",21327,405
"406",36076,"M_D5_SW1_8_S413_L001","SW1.8","Microbial Water","4","D","H","SW","Otu0002",18294,406
"407",64191,"M_D5_SW2_1_S414_L001","SW2.1","Microbial Water","4","N","C","SW","Otu0002",39455,407
"408",49930,"M_D5_SW2_2_S415_L001","SW2.2","Microbial Water","4","N","C","SW","Otu0002",28690,408
"409",68028,"M_D5_SW2_3_S416_L001","SW2.3","Microbial Water","4","D","C","SW","Otu0002",39109,409
"410",56080,"M_D5_SW2_4_S417_L001","SW2.4","Microbial Water","4","D","C","SW","Otu0002",32638,410
"411",49549,"M_D5_SW2_5_S418_L001","SW2.5","Microbial Water","4","N","H","SW","Otu0002",26102,411
"412",53283,"M_D5_SW2_6_S419_L001","SW2.6","Microbial Water","4","N","H","SW","Otu0002",28740,412
"413",56698,"M_D5_SW2_7_S420_L001","SW2.7","Microbial Water","4","D","H","SW","Otu0002",28380,413
"414",44364,"M_D5_SW2_8_S421_L001","SW2.8","Microbial Water","4","D","H","SW","Otu0002",22184,414
"415",44526,"M_D5_SW3_1_S422_L001","SW3.1","Microbial Water","4","N","C","SW","Otu0002",25981,415
"416",47849,"M_D5_SW3_2_S423_L001","SW3.2","Microbial Water","4","N","C","SW","Otu0002",27730,416
"417",45819,"M_D5_SW3_3_S424_L001","SW3.3","Microbial Water","4","D","C","SW","Otu0002",27057,417
"418",37500,"M_D5_SW3_4_S425_L001","SW3.4","Microbial Water","4","D","C","SW","Otu0002",20572,418
"419",33123,"M_D5_SW3_5_S426_L001","SW3.5","Microbial Water","4","N","H","SW","Otu0002",18350,419
"420",37989,"M_D5_SW3_6_S427_L001","SW3.6","Microbial Water","4","N","H","SW","Otu0002",19381,420
"421",44036,"M_D5_SW3_7_S428_L001","SW3.7","Microbial Water","4","D","H","SW","Otu0002",22316,421
"422",43600,"M_D5_SW3_8_S429_L001","SW3.8","Microbial Water","4","D","H","SW","Otu0002",21746,422
"423",25797,"M_D13_OL1_1_S216_L001","OL1.1","Microbial Water","12","N","C","OL","Otu0003",2926,423
"424",34134,"M_D13_OL1_2_S217_L001","OL1.2","Microbial Water","12","N","C","OL","Otu0003",2001,424
"425",15861,"M_D13_OL1_3_S218_L001","OL1.3","Microbial Water","12","D","C","OL","Otu0003",950,425
"426",49290,"M_D13_OL1_4_S219_L001","OL1.4","Microbial Water","12","D","C","OL","Otu0003",2522,426
"427",44524,"M_D13_OL1_6_S221_L001","OL1.6","Microbial Water","12","N","H","OL","Otu0003",4495,427
"428",32244,"M_D13_OL1_7_S222_L001","OL1.7","Microbial Water","12","D","H","OL","Otu0003",3831,428
"429",32456,"M_D13_OL1_8_S223_L001","OL1.8","Microbial Water","12","D","H","OL","Otu0003",2688,429
"430",39177,"M_D13_OL2_1_S224_L001","OL2.1","Microbial Water","12","N","C","OL","Otu0003",4184,430
"431",31583,"M_D13_OL2_2_S225_L001","OL2.2","Microbial Water","12","N","C","OL","Otu0003",1601,431
"432",23414,"M_D13_OL2_3_S226_L001","OL2.3","Microbial Water","12","D","C","OL","Otu0003",1177,432
"433",36063,"M_D13_OL2_4_S227_L001","OL2.4","Microbial Water","12","D","C","OL","Otu0003",2715,433
"434",21732,"M_D13_OL2_5_S228_L001","OL2.5","Microbial Water","12","N","H","OL","Otu0003",1678,434
"435",29456,"M_D13_OL2_6_S229_L001","OL2.6","Microbial Water","12","N","H","OL","Otu0003",2577,435
"436",28640,"M_D13_OL2_7_S230_L001","OL2.7","Microbial Water","12","D","H","OL","Otu0003",2173,436
"437",30425,"M_D13_OL2_8_S231_L001","OL2.8","Microbial Water","12","D","H","OL","Otu0003",4182,437
"438",25545,"M_D13_OL3_1_S232_L001","OL3.1","Microbial Water","12","N","C","OL","Otu0003",1358,438
"439",32992,"M_D13_OL3_2_S233_L001","OL3.2","Microbial Water","12","N","C","OL","Otu0003",1840,439
"440",34293,"M_D13_OL3_3_S234_L001","OL3.3","Microbial Water","12","D","C","OL","Otu0003",1934,440
"441",33392,"M_D13_OL3_4_S235_L001","OL3.4","Microbial Water","12","D","C","OL","Otu0003",1661,441
"442",22690,"M_D13_OL3_5_S236_L001","OL3.5","Microbial Water","12","N","H","OL","Otu0003",1236,442
"443",40923,"M_D13_OL3_6_S237_L001","OL3.6","Microbial Water","12","N","H","OL","Otu0003",3471,443
"444",26840,"M_D13_OL3_7_S238_L001","OL3.7","Microbial Water","12","D","H","OL","Otu0003",1016,444
"445",19789,"M_D13_OL3_8_S239_L001","OL3.8","Microbial Water","12","D","H","OL","Otu0003",861,445
"446",16223,"M_D13_SG1_1_S240_L001","SG1.1","Microbial Water","12","N","C","SG","Otu0003",35,446
"447",13958,"M_D13_SG1_2_S241_L001","SG1.2","Microbial Water","12","N","C","SG","Otu0003",20,447
"448",25151,"M_D13_SG1_3_S242_L001","SG1.3","Microbial Water","12","D","C","SG","Otu0003",389,448
"449",17796,"M_D13_SG1_4_S243_L001","SG1.4","Microbial Water","12","D","C","SG","Otu0003",66,449
"450",16352,"M_D13_SG1_5_S244_L001","SG1.5","Microbial Water","12","N","H","SG","Otu0003",0,450
"451",29384,"M_D13_SG1_6_S245_L001","SG1.6","Microbial Water","12","N","H","SG","Otu0003",515,451
"452",20666,"M_D13_SG1_7_S246_L001","SG1.7","Microbial Water","12","D","H","SG","Otu0003",151,452
"453",27823,"M_D13_SG1_8_S247_L001","SG1.8","Microbial Water","12","D","H","SG","Otu0003",302,453
"454",18245,"M_D13_SG2_1_S248_L001","SG2.1","Microbial Water","12","N","C","SG","Otu0003",211,454
"455",22164,"M_D13_SG2_2_S249_L001","SG2.2","Microbial Water","12","N","C","SG","Otu0003",47,455
"456",25350,"M_D13_SG2_3_S250_L001","SG2.3","Microbial Water","12","D","C","SG","Otu0003",130,456
"457",18306,"M_D13_SG2_4_S251_L001","SG2.4","Microbial Water","12","D","C","SG","Otu0003",48,457
"458",13094,"M_D13_SG2_5_S252_L001","SG2.5","Microbial Water","12","N","H","SG","Otu0003",0,458
"459",11980,"M_D13_SG2_6_S253_L001","SG2.6","Microbial Water","12","N","H","SG","Otu0003",30,459
"460",16803,"M_D13_SG2_8_S255_L001","SG2.8","Microbial Water","12","D","H","SG","Otu0003",75,460
"461",17195,"M_D13_SG3_1_S256_L001","SG3.1","Microbial Water","12","N","C","SG","Otu0003",30,461
