"","Row.names","sample_name","Observed","Shannon","InvSimpson","orgname","X16scq","totsum","rspsum","mesocosm","type","stage","sex","date.collected","day","abdomen.length.mm","wing.length","hindleg.length","special","dispersal","temperature","infusion","Wolb_ct1","Wolb_ct2","Act_ct","notes","newday","lib_size","is.neg","lib_size_clean","even","lib_size_trim","PD","SR"
"241","OL2_1_1_S30_L001","OL2_1_1_S30_L001",8,0.190482087035239,1.07385531024665,"OL2.1_1",29.7931032,30454,27155,"OL2.1","A.albopictus","Adult","M","8/29/19",14,2.35,2.24,5.95,NA,"N","C","OL",25.10674858,25.28806686,23.17961693,"","mid",30454,FALSE,30234,0.0916025207813063,27425,2.66099963071908,8
"242","OL2_1_2_S31_L001","OL2_1_2_S31_L001",5,0.672248687312597,1.81736754672572,"OL2.1_2",30.19182173,16202,16054,"OL2.1","A.albopictus","Adult","F","8/29/19",14,2.92,2.74,7,NA,"N","C","OL",25.6781559,25.96525764,22.60851288,"","mid",16202,FALSE,16117,0.417691594139157,16068,1.71014221249231,5
"243","OL2_1_3_S32_L001","OL2_1_3_S32_L001",6,0.583703056854783,1.59290186585386,"OL2.1_3",28.26624527,20923,20702,"OL2.1","A.albopictus","Adult","M","8/29/19",14,2.16,2.04,5.94,NA,"N","C","OL",24.40324593,24.43476295,22.69040489,"","mid",20923,FALSE,20816,0.325770878781101,20707,1.87749359419832,6
"244","OL2_1_4_S33_L001","OL2_1_4_S33_L001",7,0.554450743268295,1.52916788969355,"OL2.1_4",28.46084672,47266,46191,"OL2.1","A.albopictus","Adult","M","8/31/19",16,2.41,2.17,6.6,NA,"N","C","OL",24.67560768,24.06527519,23.30807304,"","mid",47266,FALSE,47060,0.284931317891253,46233,3.69555359603551,7
"245","OL2_1_5_S34_L001","OL2_1_5_S34_L001",9,0.537295023155653,1.49490448058417,"OL2.1_5",26.25976609,43058,42925,"OL2.1","A.albopictus","Adult","F","9/10/19",26,2.65,2.82,5.8,NA,"N","C","OL",23.20742035,22.77775574,22.88536644,"","late",43058,FALSE,42967,0.244533503173825,42946,4.28999151473428,9
"246","OL2_2_1_S35_L001","OL2_2_1_S35_L001",7,0.362599188690072,1.2395992245243,"OL2.2_1",30.13726722,45163,44508,"OL2.2","A.albopictus","Adult","M","8/30/19",15,2.2,2.28,6.79,NA,"N","C","OL",25.71555901,25.69972801,25.53823471,"","mid",45163,FALSE,44748,0.186339122012444,44549,2.59092535524011,7
"247","OL2_2_2_S36_L001","OL2_2_2_S36_L001",12,1.21009574754542,2.70067705214165,"OL2.2_2",27.8862133,41705,40730,"OL2.2","A.albopictus","Adult","F","9/1/19",17,2.55,2.15,6.92,NA,"N","C","OL",21.34311867,20.81584358,23.03512192,"","mid",41705,FALSE,41548,0.486978352948855,41454,4.75437866900428,14
"248","OL2_3_1_S37_L001","OL2_3_1_S37_L001",8,0.297029244063915,1.14045906175038,"OL2.3_1",28.66491126,56235,55808,"OL2.3","A.albopictus","Adult","M","9/4/19",20,2.31,2.03,5.45,NA,"D","C","OL",20.94627571,20.84897804,23.37038231,"","mid",56235,FALSE,55938,0.142840872470003,55874,2.75879075588574,8
"249","OL2_3_2_S38_L001","OL2_3_2_S38_L001",9,0.414279895287052,1.26830876371095,"OL2.3_2",26.59982736,42832,42649,"OL2.3","A.albopictus","Adult","F","9/4/19",20,2.35,2.6,7.06,NA,"D","C","OL",19.93500519,19.50575447,23.30161476,"","mid",42832,FALSE,42729,0.188546905746567,42712,2.76593590753828,9
"250","OL2_3_3_S39_L001","OL2_3_3_S39_L001",9,0.830368102767673,2.10612332531921,"OL2.3_3",28.07617795,48146,47607,"OL2.3","A.albopictus","Adult","F","9/4/19",20,2.31,2.78,7.38,NA,"D","C","OL",21.16430855,21.16604233,23.33319855,"","mid",48146,FALSE,48023,0.377916809839421,47840,4.53946947620068,11
"251","OL2_3_4_S40_L001","OL2_3_4_S40_L001",6,0.245301422548275,1.13131949833533,"OL2.3_4",28.63576391,52116,51844,"OL2.3","A.albopictus","Adult","M","9/5/19",21,1.96,1.85,5.76,NA,"D","C","OL",24.40167046,24.1094799,24.41600227,"","late",52116,FALSE,51897,0.13690533063233,51866,1.95235090747291,6
"252","OL2_4_1_S41_L001","OL2_4_1_S41_L001",6,0.552575551815328,1.50895091646667,"OL2.4_1",28.37259563,30768,30564,"OL2.4","A.albopictus","Adult","M","8/30/19",15,2.23,2.24,6.58,NA,"D","C","OL",24.13054848,25.99279976,21.67697525,"","mid",30768,FALSE,30644,0.308398287440554,30570,2.33906446871447,6
"253","OL2_4_2_S42_L001","OL2_4_2_S42_L001",6,0.426926064454825,1.26299085785133,"OL2.4_2",29.99130615,34793,34547,"OL2.4","A.albopictus","Adult","M","8/31/19",16,2.72,2.47,7.11,NA,"D","C","OL",25.14788437,24.00296021,22.95612526,"","mid",34793,FALSE,34565,0.238271973323941,34547,3.153373383768,6
"254","OL2_4_3_S43_L001","OL2_4_3_S43_L001",10,1.03015106610678,2.4001708039611,"OL2.4_3",28.22859641,42469,42209,"OL2.4","A.albopictus","Adult","F","9/1/19",17,2.71,2.64,7.1,NA,"D","C","OL",24.29014778,24.14382744,22.57348251,"","mid",42469,FALSE,42340,0.447388923536928,42305,3.54987278093664,10
"255","OL2_4_4_S44_L001","OL2_4_4_S44_L001",7,0.688330525590691,1.84150309353212,"OL2.4_4",27.93981095,35753,35582,"OL2.4","A.albopictus","Adult","F","9/1/19",17,2.82,2.84,6.99,NA,"D","C","OL",24.61748314,26.60848045,22.2977047,"","mid",35753,FALSE,35626,0.353731916103555,35590,3.61961717982447,7
"256","OL2_5_1_S45_L001","OL2_5_1_S45_L001",7,0.369750598215012,1.20633650031787,"OL2.5_1",27.58748004,45697,44559,"OL2.5","A.albopictus","Adult","M","8/25/19",10,2.56,2.41,6.83,NA,"N","H","OL",23.51140594,23.33215523,22.76675034,"","early",45697,FALSE,45611,0.190014219512919,45426,2.04772233436188,7
"257","OL2_5_2_S46_L001","OL2_5_2_S46_L001",6,0.623692229718768,1.70990831847022,"OL2.5_2",27.55639254,37611,37318,"OL2.5","A.albopictus","Adult","M","8/26/19",11,2.7,2.3,6.38,NA,"N","H","OL",25.2057972,25.03152084,22.76675034,"","early",37611,FALSE,37425,0.348089261103486,37330,3.33163663825345,6
"258","OL2_5_3_S47_L001","OL2_5_3_S47_L001",4,0.459346489106939,1.38312599639508,"OL2.5_3",25.56388409,39076,38998,"OL2.5","A.albopictus","Adult","F","8/29/19",14,2.42,2.31,7,NA,"N","H","OL",23.20717049,22.77883911,24.95811081,"","mid",39076,FALSE,39043,0.331348450942169,38998,1.25481204280144,4
"259","OL2_6_1_S48_L001","OL2_6_1_S48_L001",7,0.665375145247798,1.78593515080972,"OL2.6_1",27.16537929,40723,40574,"OL2.6","A.albopictus","Adult","F","8/26/19",11,2.51,2.34,8.01,NA,"N","H","OL",20.86472511,20.58048248,23.16298676,"","early",40723,FALSE,40624,0.341935184196875,40574,3.5071496099659,8
"260","OL2_6_2_S49_L001","OL2_6_2_S49_L001",7,0.30303787170837,1.1804375997292,"OL2.6_2",28.24677196,44274,44085,"OL2.6","A.albopictus","Adult","F","8/26/19",11,2.53,2.29,6.94,NA,"N","H","OL",20.88964653,20.95249176,22.88038254,"","early",44274,FALSE,44117,0.155730659946189,44098,2.27777039054705,7
"261","OL2_6_3_S50_L001","OL2_6_3_S50_L001",6,0.793988704889414,1.86636717972382,"OL2.6_3",23.3574178,60309,59908,"OL2.6","A.albopictus","Adult","F","8/27/19",12,2.41,2.42,6.82,NA,"N","H","OL",22.01608658,21.9900856,23.08376503,"","early",60309,FALSE,60309,0.443133533560444,60286,2.99186733508264,6
"262","OL2_6_4_S51_L001","OL2_6_4_S51_L001",7,0.506050730164249,1.43407122434143,"OL2.6_4",23.3922353,42230,42166,"OL2.6","A.albopictus","Adult","M","8/28/19",13,2.99,2.29,7.01,NA,"N","H","OL",18.73077965,18.87846756,23.35840797,"","mid",42230,FALSE,42230,0.26005863138641,42230,3.45968498992478,7
"263","OL2_6_5_S52_L001","OL2_6_5_S52_L001",8,0.23385031361469,1.1134015937625,"OL2.6_5",28.58357139,42005,41620,"OL2.6","A.albopictus","Adult","M","8/29/19",14,2.18,2.52,6,NA,"N","H","OL",25.95645905,25.04725075,23.423069,"","mid",42005,FALSE,41818,0.112458229254081,41648,2.30827456822574,8
"264","OL2_6_6_S53_L001","OL2_6_6_S53_L001",6,0.530654514675993,1.48644723846821,"OL2.6_6",27.96190978,37860,37699,"OL2.6","A.albopictus","Adult","F","8/30/19",15,2.57,2.41,6.91,NA,"N","H","OL",23.20103264,22.89125061,21.80788231,"","mid",37860,FALSE,37748,0.296163923668066,37699,3.44799726882155,6
"265","OL2_7_1_S54_L001","OL2_7_1_S54_L001",7,0.686314503400448,1.81061564617374,"OL2.7_1",27.28814086,32615,32585,"OL2.7","A.albopictus","Adult","F","8/26/19",11,2.41,2.35,7.41,NA,"D","H","OL",23.90813065,24.20987511,22.46909523,"","early",32615,FALSE,32596,0.352695885641809,32596,1.88348373758818,7
"266","OL2_7_2_S55_L001","OL2_7_2_S55_L001",5,0.909801796163094,2.18432523406628,"OL2.7_2",27.23841515,32024,31909,"OL2.7","A.albopictus","Adult","F","8/26/19",11,2.61,2.41,7.42,NA,"D","H","OL",24.28785324,23.90933037,23.03100204,"","early",32024,FALSE,31928,0.565291639481213,31909,2.98602200206199,5
"267","OL2_7_4_S57_L001","OL2_7_4_S57_L001",10,0.222415165148243,1.08516312739714,"OL2.7_4",28.94790904,40415,39279,"OL2.7","A.albopictus","Adult","M","8/27/19",12,2.18,2.17,5.98,NA,"D","H","OL",24.94829941,24.68060684,23.17082024,"","early",40415,FALSE,40143,0.0965936789154825,40089,3.15931865777842,10
"268","OL2_7_5_S58_L001","OL2_7_5_S58_L001",5,0.0670883661756324,1.02043568929659,"OL2.7_5",26.58711782,18107,18047,"OL2.7","A.albopictus","Adult","M","8/27/19",12,2.53,1.97,6.46,NA,"D","H","OL",23.12162781,22.93842125,23.85005188,"","early",18107,FALSE,18060,0.0416843456074478,18047,1.42216342450745,5
"269","OL2_7_6_S59_L001","OL2_7_6_S59_L001",5,0.801328626170068,2.08656891515831,"OL2.7_6",26.53720181,17404,17357,"OL2.7","A.albopictus","Adult","F","8/27/19",12,3.06,2.87,7.94,NA,"D","H","OL",24.00279808,24.3485508,24.60417747,"","early",17404,FALSE,17360,0.497893469502123,17357,1.42216342450745,5
"270","OL2_7_7_S60_L001","OL2_7_7_S60_L001",8,0.62626006358864,1.47399830027657,"OL2.7_7",27.4662942,47111,46899,"OL2.7","A.albopictus","Adult","M","8/28/19",13,2.37,2.01,5.88,NA,"D","H","OL",20.76139069,20.09075737,23.19689369,"","mid",47111,FALSE,46978,0.301167429348713,46939,3.52830159837409,8
"271","OL2_8_1_S61_L001","OL2_8_1_S61_L001",7,0.278532214942365,1.1492614184162,"OL2.8_1",29.89840048,39463,38987,"OL2.8","A.albopictus","Adult","M","8/24/19",9,2.23,2.39,7.25,NA,"D","H","OL",22.14682961,22.1801033,23.97679329,"","early",39463,FALSE,39091,0.143137243555457,39039,3.7388114094439,7
"272","OL2_8_2_S62_L001","OL2_8_2_S62_L001",6,0.438253408684459,1.33367347100524,"OL2.8_2",27.44247246,39720,39533,"OL2.8","A.albopictus","Adult","M","8/25/19",10,2.82,2.25,6.37,NA,"D","H","OL",20.4536953,20.52005386,23.17061996,"","early",39720,FALSE,39644,0.244593884509103,39538,2.91539337971257,8
"273","OL2_8_3_S63_L001","OL2_8_3_S63_L001",4,0.713457000570829,1.98456017996489,"OL2.8_3",27.97992719,19078,18986,"OL2.8","A.albopictus","Adult","F","8/25/19",10,2.77,2.24,7.14,NA,"D","H","OL",20.84132385,20.41249084,23.04937172,"","early",19078,FALSE,19004,0.514650438305525,18986,1.25481204280144,4
"274","OL2_8_4_S64_L001","OL2_8_4_S64_L001",6,0.73627837478745,1.96102801287621,"OL2.8_4",27.45738933,31727,31460,"OL2.8","A.albopictus","Adult","F","8/26/19",11,2.53,2.41,7.52,NA,"D","H","OL",24.96729469,24.26771927,22.72518158,"","early",31727,FALSE,31561,0.410924785068758,31482,1.92535805953388,6
"275","OL2_8_5_S65_L001","OL2_8_5_S65_L001",10,0.408443147550002,1.25704625738503,"OL2.8_5",30.36599752,39690,39008,"OL2.8","A.albopictus","Adult","M","8/26/19",11,2.49,2.36,7.91,NA,"D","H","OL",25.04980659,25.3310585,21.98945618,"","early",39690,FALSE,39374,0.177384605152162,39164,4.24218887554914,10
"276","OL2_8_6_S66_L001","OL2_8_6_S66_L001",4,0.602446697347041,1.65927554157208,"OL2.8_6",28.65037662,23961,23831,"OL2.8","A.albopictus","Adult","M","8/27/19",12,2.69,2.61,6.13,NA,"D","H","OL",24.29928398,23.81716156,22.57346344,"","early",23961,FALSE,23907,0.434573431331255,23831,1.25481204280144,4
"277","OL2_8_7_S67_L001","OL2_8_7_S67_L001",5,0.422632906199059,1.32748756684761,"OL2.8_7",26.20592444,44165,44141,"OL2.8","A.albopictus","Adult","F","8/27/19",12,2.44,2.8,6.12,NA,"D","H","OL",21.88799286,21.76529121,22.36457443,"","early",44165,FALSE,44149,0.262596589115931,44144,1.75800667782787,5
"278","OL2_8_8_S68_L001","OL2_8_8_S68_L001",7,1.00873346668341,2.50763273535238,"OL2.8_8",26.19823578,44222,43908,"OL2.8","A.albopictus","Adult","F","8/30/19",15,2.41,2.21,6.21,NA,"D","H","OL",23.95362091,23.55234909,23.41036034,"","mid",44222,FALSE,44173,0.518386456421497,44033,1.91617416324058,7
"279","OL3_1_1_S69_L001","OL3_1_1_S69_L001",4,0.34168682517522,1.21073803187855,"OL3.1_1",29.2976292,43860,43572,"OL3.1","A.albopictus","Adult","M","8/28/19",13,2.75,2.58,6.55,NA,"N","C","OL",24.77500534,23.88071823,23.50351524,"","mid",43860,FALSE,43716,0.246474944108692,43572,1.6739713120348,5
"280","OL3_1_2_S70_L001","OL3_1_2_S70_L001",8,0.857667695353907,2.13407193775458,"OL3.1_2",27.24812743,24408,24128,"OL3.1","A.albopictus","Adult","F","9/2/19",18,2.33,2.37,7,NA,"N","C","OL",24.88629532,25.39679527,23.42039108,"","mid",24408,FALSE,24268,0.412450976939249,24144,2.3020200303072,8
"281","OL3_1_3_S71_L001","OL3_1_3_S71_L001",13,0.208609324396486,1.07795701189284,"OL3.1_3",27.01903838,46979,46616,"OL3.1","A.albopictus","Adult","M","9/9/19",25,2.21,2.24,5.49,NA,"N","C","OL",23.44360161,24.01220512,25.34917068,"","late",46979,FALSE,46799,0.0813307770734863,46698,4.4894208593571,13
"282","OL3_2_1_S72_L001","OL3_2_1_S72_L001",8,0.739320405202685,1.6477285722024,"OL3.2_1",25.5696132,45036,44931,"OL3.2","A.albopictus","Adult","F","8/30/19",15,2.55,2.54,6.91,NA,"N","C","OL",21.45275879,21.32028389,22.68870735,"","mid",45036,FALSE,45021,0.355537960737978,45009,3.70724131713874,8
"283","OL3_2_2_S73_L001","OL3_2_2_S73_L001",6,0.703992120685899,1.90749311960585,"OL3.2_2",27.60295157,42319,42182,"OL3.2","A.albopictus","Adult","F","9/1/19",17,2.85,2.74,7.23,NA,"N","C","OL",21.23829269,19.80386734,22.55931282,"","mid",42319,FALSE,42220,0.392905483563148,42199,1.87749359419832,6
"284","OL3_2_3_S74_L001","OL3_2_3_S74_L001",6,0.688914223748821,1.89406851620126,"OL3.2_3",27.67562499,29788,29623,"OL3.2","A.albopictus","Adult","F","9/2/19",18,2.55,2.76,7.63,NA,"N","C","OL",20.74279976,20.50073051,23.15066528,"","mid",29788,FALSE,29644,0.384490349056521,29635,2.49938117541243,7
"285","OL3_2_4_S75_L001","OL3_2_4_S75_L001",7,0.597631527681038,1.51056306772887,"OL3.2_4",27.4288441,32651,32527,"OL3.2","A.albopictus","Adult","M","9/3/19",19,2.19,2.49,6.85,NA,"N","C","OL",23.51911736,24.54657936,23.00582123,"","mid",32651,FALSE,32584,0.307121851423187,32558,1.88945732410215,7
"286","OL3_2_5_S76_L001","OL3_2_5_S76_L001",10,0.352794590102978,1.19081477065888,"OL3.2_5",28.29260119,53387,53030,"OL3.2","A.albopictus","Adult","M","9/3/19",19,2.21,2.32,6.54,NA,"N","C","OL",24.87580299,24.43319321,23.52405357,"","mid",53387,FALSE,53168,0.153216743727043,53064,3.7343121717268,10
"287","OL3_2_6_S77_L001","OL3_2_6_S77_L001",8,0.657158682205839,1.71186430852199,"OL3.2_6",28.3185711,13425,13339,"OL3.2","A.albopictus","Adult","F","9/4/19",20,2.23,2.77,6.42,NA,"N","C","OL",24.14127541,24.1366539,23.37375641,"","mid",13425,FALSE,13375,0.316026523965163,13355,3.50158475923566,8
"288","OL3_3_1_S78_L001","OL3_3_1_S78_L001",9,0.627836199578542,1.68073364827389,"OL3.3_1",28.25061269,31071,30914,"OL3.3","A.albopictus","Adult","F","8/30/19",15,2.57,3.05,6.31,NA,"D","C","OL",23.83854866,24.12313652,22.65111923,"","mid",31071,FALSE,30978,0.285740568376352,30941,2.69914554976534,9
"289","OL3_3_2_S79_L001","OL3_3_2_S79_L001",9,0.435358905448927,1.3266801464716,"OL3.3_2",27.60364834,43605,43524,"OL3.3","A.albopictus","Adult","M","9/1/19",17,2.32,2.24,6.3,NA,"D","C","OL",23.36704636,22.82760429,23.50547028,"","mid",43605,FALSE,43549,0.198140376700469,43549,3.51358711756116,9
"290","OL3_3_3_S80_L001","OL3_3_3_S80_L001",10,0.481816866140015,1.2986838765744,"OL3.3_3",27.37092366,67033,66743,"OL3.3","A.albopictus","Adult","M","9/2/19",18,2.35,2.31,4.62,NA,"D","C","OL",23.76592827,23.46290016,23.28615952,"","mid",67033,FALSE,66886,0.209250406252526,66788,2.49039069343826,10
"291","OL3_3_4_S81_L001","OL3_3_4_S81_L001",8,0.396329754508427,1.25095906201732,"OL3.3_4",30.31547792,38063,37660,"OL3.3","A.albopictus","Adult","M","9/2/19",18,2.44,2.15,6.16,NA,"D","C","OL",25.88256073,25.74209785,24.21931458,"","mid",38063,FALSE,37685,0.190594323795349,37685,3.73797552715791,8
"292","OL3_3_5_S82_L001","OL3_3_5_S82_L001",9,0.667892696552271,1.49665600468012,"OL3.3_5",27.51631044,34359,34083,"OL3.3","A.albopictus","Adult","M","9/3/19",19,2.63,2.6,6.26,NA,"D","C","OL",24.12549973,22.89544678,23.58956909,"","mid",34359,FALSE,34217,0.303971065789726,34158,2.61169145921603,9
"293","OL3_3_6_S83_L001","OL3_3_6_S83_L001",8,1.13068718832983,2.71056679858404,"OL3.3_6",28.65100631,34746,34540,"OL3.3","A.albopictus","Adult","M","9/5/19",21,2.41,2.54,6.42,NA,"D","C","OL",26.14922142,26.21922874,25.82003593,"","late",34746,FALSE,34661,0.543745599800043,34559,3.50158475923566,8
"294","OL3_4_1_S84_L001","OL3_4_1_S84_L001",6,0.813995709250748,2.06710672178884,"OL3.4_1",27.71467848,38462,38213,"OL3.4","A.albopictus","Adult","F","8/29/19",14,2.61,2.42,7.62,NA,"D","C","OL",21.3203125,20.93769646,22.80036926,"","mid",38462,FALSE,38298,0.454299655299962,38269,2.11731698368276,6
"295","OL3_4_2_S85_L001","OL3_4_2_S85_L001",9,0.730884121179881,2.02111005298661,"OL3.4_2",27.79325438,31239,31111,"OL3.4","A.albopictus","Adult","F","8/30/19",15,2.72,3,6.98,NA,"D","C","OL",20.80007172,20.45063972,22.56747818,"","mid",31239,FALSE,31169,0.332639698608305,31141,3.37040178089683,9
"296","OL3_4_3_S86_L001","OL3_4_3_S86_L001",10,0.932579820332082,2.18220319005766,"OL3.4_3",27.40967837,42644,42142,"OL3.4","A.albopictus","Adult","F","9/3/19",19,2.76,2.88,7.57,NA,"D","C","OL",20.80472946,20.86345863,22.82571411,"","mid",42644,FALSE,42466,0.405014269904549,42421,3.94554381806236,11
"297","OL3_4_4_S87_L001","OL3_4_4_S87_L001",8,0.460688010298111,1.3307865752853,"OL3.4_4",26.29708322,33148,33078,"OL3.4","A.albopictus","Adult","F","9/3/19",19,3.13,3.14,7.61,NA,"D","C","OL",23.15842819,23.27330208,22.48309517,"","mid",33148,FALSE,33099,0.22154410261803,33099,3.68396525897687,8
"298","OL3_5_1_S88_L001","OL3_5_1_S88_L001",8,0.735591918741598,2.0247796995487,"OL3.5_1",27.06290798,38727,38602,"OL3.5","A.albopictus","Adult","F","8/27/19",12,2.82,2.61,6.89,NA,"N","H","OL",24.36491013,24.46465683,22.42519569,"","early",38727,FALSE,38621,0.353744937762167,38602,3.62731238043139,8
"299","OL3_5_2_S89_L001","OL3_5_2_S89_L001",8,0.419364962565026,1.2796931400749,"OL3.5_2",30.21872335,37689,37199,"OL3.5","A.albopictus","Adult","M","8/30/19",15,2.12,2.53,6.42,NA,"N","H","OL",24.94665718,25.30950928,23.04212952,"","mid",37689,FALSE,37312,0.201671917271716,37235,2.66802830429192,8
"300","OL3_6_1_S90_L001","OL3_6_1_S90_L001",5,0.0896063335522108,1.02906432380805,"OL3.6_1",28.89624652,39741,39472,"OL3.6","A.albopictus","Adult","M","8/26/19",11,2.41,2.61,7.53,NA,"N","H","OL",24.36488152,24.56052589,23.25573158,"","early",39741,FALSE,39563,0.0556755453937896,39472,2.98602200206199,5
"301","OL3_6_2_S91_L001","OL3_6_2_S91_L001",6,0.697418395474001,1.93527964502415,"OL3.6_2",27.5146122,51781,51633,"OL3.6","A.albopictus","Adult","F","8/26/19",11,2.3,2.92,6.71,NA,"N","H","OL",23.38265038,23.76054382,23.16804886,"","early",51781,FALSE,51679,0.38923661766636,51644,1.83775294042218,6
"302","OL3_6_3_S92_L001","OL3_6_3_S92_L001",6,0.71501817057984,1.95188055990513,"OL3.6_3",28.38029756,38333,38031,"OL3.6","A.albopictus","Adult","F","8/26/19",11,2.14,2.64,6.35,NA,"N","H","OL",26.02344131,25.59441185,23.47595215,"","early",38333,FALSE,38216,0.399059239177841,38058,2.21764140683042,6
"303","OL3_6_4_S93_L001","OL3_6_4_S93_L001",7,0.206239093094893,1.0882414365775,"OL3.6_4",29.14563185,40140,40140,"OL3.6","A.albopictus","Adult","M","8/28/19",13,2.4,2.15,6.49,NA,"N","H","OL",24.71504593,24.67155075,23.63624763,"","mid",40140,FALSE,40140,0.105985928073306,40140,3.61534865052756,7
"304","OL3_6_5_S94_L001","OL3_6_5_S94_L001",9,0.619624426908693,1.61386324333965,"OL3.6_5",27.0827751,50952,50758,"OL3.6","A.albopictus","Adult","M","8/28/19",13,2.29,2.18,7.01,NA,"N","H","OL",24.12231445,24.34895706,23.30485535,"","mid",50952,FALSE,50781,0.282003229574233,50772,4.12453342894385,9
"305","OL3_7_1_S96_L001","OL3_7_1_S96_L001",9,1.01765264661579,2.15066337971104,"OL3.7_1",27.15975863,51648,51342,"OL3.7","A.albopictus","Adult","M","8/27/19",12,2.63,2.39,6.31,NA,"D","H","OL",24.79702187,24.31543541,24.7146225,"","early",51648,FALSE,51476,0.463153679015156,51346,4.45689653738482,10
"306","OL3_7_2_S97_L001","OL3_7_2_S97_L001",11,1.03903455806472,2.42172982840444,"OL3.7_2",27.16550081,43587,43188,"OL3.7","A.albopictus","Adult","F","8/27/19",12,2.88,2.39,7.71,NA,"D","H","OL",23.26000595,23.84420395,24.62101936,"","early",43587,FALSE,43379,0.433311066522164,43276,3.90469048714363,11
"307","OL3_7_3_S98_L001","OL3_7_3_S98_L001",14,0.960130017475693,1.97411069299644,"OL3.7_3",27.47687992,72002,71673,"OL3.7","A.albopictus","Adult","M","9/1/19",17,2.37,2.41,6.23,NA,"D","H","OL",24.47485924,24.24618721,24.88529778,"","mid",72002,FALSE,71889,0.363815521057918,71770,4.94758384248272,14
"308","OL3_8_1_S99_L001","OL3_8_1_S99_L001",13,1.11878209088303,2.74257064873731,"OL3.8_1",26.20109815,58399,58183,"OL3.8","A.albopictus","Adult","F","8/24/19",9,2.56,2.38,7.63,NA,"D","H","OL",20.68154526,20.64660072,24.46085167,"","early",58399,FALSE,58246,0.436180966937397,58226,5.12262980369416,13
"309","OL3_8_2_S100_L001","OL3_8_2_S100_L001",12,1.01270229877703,2.394656004196,"OL3.8_2",26.73022256,73368,73170,"OL3.8","A.albopictus","Adult","F","8/26/19",11,2.61,2.41,7.81,NA,"D","H","OL",20.93550682,21.00998878,25.66957474,"","early",73368,FALSE,73234,0.407541385453425,73187,4.09297167090854,12
"310","OL3_8_3_S101_L001","OL3_8_3_S101_L001",11,0.873385720978705,1.87589218721459,"OL3.8_3",26.85815117,78874,78721,"OL3.8","A.albopictus","Adult","M","8/28/19",13,2.29,2.18,7.01,NA,"D","H","OL",20.98507309,21.37578201,24.61965752,"","mid",78874,FALSE,78791,0.364230135855539,78763,4.96268399692585,12
"311","OL3_8_4_S102_L001","OL3_8_4_S102_L001",13,0.89720084288718,1.87453513148891,"OL3.8_4",28.112961,50971,50352,"OL3.8","A.albopictus","Adult","M","8/28/19",13,2.42,1.99,5.58,NA,"D","H","OL",21.33387184,21.5819149,24.95266342,"","mid",50971,FALSE,50655,0.349792809856923,50506,4.7183635341701,13
"312","OL3_8_5_S464_L001","OL3_8_5_S464_L001",10,0.852351400318698,2.11452398797527,"OL3.8_5",26.85649045,50671,50448,"OL3.8","A.albopictus","Adult","F","8/30/19",15,2.55,2.55,7.04,NA,"D","H","OL",24.54693031,24.22942162,22.99457741,"","mid",50671,FALSE,50556,0.37017150980092,50480,4.17460085414116,10
"313","SG1_1_1_S103_L001","SG1_1_1_S103_L001",7,0.690564043469842,1.55839124863743,"SG1.1_1",27.07609374,40655,40355,"SG1.1","A.albopictus","Adult","M","8/31/19",16,2.98,2.67,7.21,NA,"N","C","SG",23.86195946,24.02859306,23.51266861,"","mid",40655,FALSE,40427,0.354879717239304,40378,3.83959310766097,7
"314","SG1_4_1_S104_L001","SG1_4_1_S104_L001",7,0.617594210590864,1.51209369121364,"SG1.4_1",26.95158029,21863,21804,"SG1.4","A.albopictus","Adult","M","8/31/19",16,3.01,2.76,6.98,NA,"D","C","SG",24.4039917,23.68664551,23.24004555,"","mid",21863,FALSE,21820,0.3173806410798,21808,3.40739716128029,7
"315","SG1_6_1_S105_L001","SG1_6_1_S105_L001",7,0.24213580447933,1.10403446414094,"SG1.6_1",26.51601971,54121,54024,"SG1.6","A.albopictus","Adult","M","9/1/19",17,2.77,2.61,7.01,NA,"N","H","SG",23.51702881,26.74157715,22.70677567,"","mid",54121,FALSE,54054,0.124433188550294,54032,3.64234149846659,7
"316","SG2_1_1_S106_L001","SG2_1_1_S106_L001",8,0.489760110097596,1.30445147212608,"SG2.1_1",26.84340337,33395,32728,"SG2.1","A.albopictus","Adult","F","9/2/19",18,2.35,2.79,5.79,NA,"N","C","SG",24.67490196,23.90143967,23.29526329,"","mid",33395,FALSE,33288,0.235524827354345,32755,3.46594494881787,8
"317","SG2_1_2_S107_L001","SG2_1_2_S107_L001",10,0.964218948882002,2.03246478701174,"SG2.1_2",26.16694929,44331,43872,"SG2.1","A.albopictus","Adult","M","9/2/19",18,2.96,2.36,7.43,NA,"N","C","SG",24.24273682,24.26314926,24.7845459,"","mid",44331,FALSE,43991,0.418754968846007,43901,4.62107190552523,12
"318","SG2_1_3_S108_L001","SG2_1_3_S108_L001",5,0.650355781553769,1.53735046935525,"SG2.1_3",NA,35020,35008,"SG2.1","A.albopictus","Adult","F","9/4/19",20,2.71,2.62,7.44,NA,"N","C","SG",23.80006981,23.74465752,24.81608772,"","mid",35020,FALSE,35011,0.404088766972176,35008,2.98602200206199,5
